id,uuid,name,category,equipment,muscles_primary,muscles_secondary,license,description_html
1381,df18b577-0610-4804-a993-161024da67db,Upper Back,Back,,Shoulders; Trapezius,Biceps; Lats,CC-BY-SA 4,Upper Back is suitable for building up the core muscles with a special focus on the deltoid and rhomboid muscles and the upper back muscles
1384,ad20ef5e-e360-4859-9110-668ee0c24721,Pullover Machine,Back,,Lats,Chest; Triceps,CC-BY-SA 4,"Pullover machine, sitting, elbows on pads"
1387,66aef559-02e8-4f35-91f6-600f103e9cbf,Hamstring Kicks,Legs,none (bodyweight exercise),Hamstrings,Glutes,CC-BY-SA 4,Stand with your feet hip-width apart and extend one arm in front of you. Swing that leg up in front of you and back down while keeping your leg as straight as possible and your toes pointed up.Repeat with the other leg.
1388,957ca37c-b6d7-4c30-8ba9-9512b0fa2659,Single Leg RDL,Legs,none (bodyweight exercise),Hamstrings,Glutes,CC-BY-SA 4,"<ol><li>Stand upright and hold weights in both hands if using loads.</li><li>Brace your core and lift one leg off the ground.</li><li>Keep your back straight, hinge at the hips while lowering your torso forward, ensuring you don’t rotate your hips.</li><li>Lower until you feel a stretch in your standing leg's hamstring, then return to standing position. Repeat on both sides.</li></ol>"
1389,965d7607-e9c1-4c16-b5cb-2c3d278e2a03,Single Leg RDL,Legs,none (bodyweight exercise),Hamstrings; Glutes,,CC-BY-SA 4,"Stand with your feet hip-width apart, shift your weight onto one leg and slightly bend the other. Keep your back straight while hinging at your hips. Use your hamstring to pull yourself back up."
1390,a51de8df-4101-45cb-8da5-de230d9bac1d,Toe Touch,Legs,none (bodyweight exercise),Hamstrings; Glutes,Calves,CC-BY-SA 4,"Stand with your feet closer together. Hinge at your hips and lower your upper body towards your toes. Reach your hands towards your feet, try to touch your toes, the ground, or as far down your legs as you can comfortably go."
1391,34cce09a-edb3-4140-892a-1cf70da8d98b,Elephant Walks,Legs,none (bodyweight exercise),Hamstrings,Calves,CC-BY-SA 4,Hinge at your hips until you feel a stretch behind your knees. Bend one leg while the other is straight then fluidly bend the other knee while straightening the first knee.
1392,77a56810-d050-4083-9501-d648f773376a,Good Morning,Legs,none (bodyweight exercise),Hamstrings,,CC-BY-SA 4,Stand with your feet more than shoulder-width apart (wider stance) and place your hands on your hips. Hinge at your hips and lower your upper body towards the ground while keeping your back straight then come back up.
1393,45cd73d7-98ac-4451-849a-a645fcfe9bee,Single Leg Hamstring Stretch,Legs,none (bodyweight exercise),Hamstrings,,CC-BY-SA 4,"Sit on the ground with one leg straight out in front of you and the other leg bent in toward you. Reach forward with both hands, trying to touch the toes of your straight leg."
1394,5a5e8883-b185-40ff-b292-9e433d13b5e7,Sit & Reach,Back,Gym mat,Hamstrings,,CC-BY-SA 4,"Sit on the ground with your legs extended straight in front of you. Reach both hands forward, trying to reach past your toes or as far as you can go. Return to the starting position and repeat."
1395,bb948d34-8948-4995-9e59-003d7b6fc1b2,Crossbody Leg Swings,Legs,none (bodyweight exercise),Hamstrings,,CC-BY-SA 4,"Hold onto a wall or something near you for support. Swing one leg across the front of your body, then back and out to the side. Repeat while slowly increasing your range of motion."
1396,af59f161-147a-49ba-85c8-6c9f4e5ffe63,Standing Pancake,Legs,none (bodyweight exercise),Hamstrings,,CC-BY-SA 4,"Stand and open your legs as wide as possible into a straddle position. Then bend at the hips, pushing them back while keeping your back straight."
1397,aa3c2791-74f7-4fed-a812-297ff454e2f9,Standing Pancake Good Morning,Legs,none (bodyweight exercise),Hamstrings,,CC-BY-SA 4,"Stand with your feet wider than shoulder-width apart and toes pointed slightly outward. Place your hands on the back of your head. Hinge at your hips and lower your upper body towards the ground, keeping your back straight and chest open."
1398,638756b5-a957-48f4-93ca-8994cead818f,Hamstring Chokes,Legs,none (bodyweight exercise),Hamstrings,,CC-BY-SA 4,"Sit on the ground and bend one leg, bringing your knee toward you. Place your hand behind your hamstring and gently pull your leg toward your chest, feeling a stretch in the back of your thigh. Straighten your leg, extending up toward the ceiling."
1399,d5ee3b1f-2879-406f-97a9-51a8b0817cd4,Roll Down,Back,none (bodyweight exercise),,Hamstrings,CC-BY-SA 4,"Stand with your feet hip-width apart and slowly roll your upper body forward, one vertebra at a time, until your hands touch the ground or as far as you can comfortably go. Roll back up to the starting position in the same controlled manner."
1400,4f38cc2e-5904-4ef5-b811-e729105cfd3b,Crossbody Hamstring Stretch,Legs,none (bodyweight exercise),Hamstrings,,CC-BY-SA 4,"While standing, cross one leg behind the other (keep this leg straight). Reach downward and try to touch the toes of that leg. Slightly bend the other leg so that you can bend down."
1406,e75629ed-4991-4a48-984c-b297f3f9fb58,Plank-to-Elbow Extension,Abs,,Shoulders; Abs; Triceps,Obliquus externus abdominis; Chest,CC-BY-SA 4,The Plank-to-Elbow Extension is a dynamic exercise that combines the plank with an elbow extension movement
1407,96a899ee-16a4-457d-8f66-efdd39fd38a0,Cossack squat,Legs,,Glutes; Quads,Calves; Abs,CC-BY-SA 4,"The Cossack Squat is a multi-joint exercise that works mainly on the legs and buttocks, but also involves stabilizing muscles. It is an excellent exercise for improving strength, mobility and stability in a functional way."
1408,3f8ad988-1aee-48ca-ad37-44e39ae1715d,Wall-sit,Legs,,Glutes; Quads,Calves; Abs,CC-BY-SA 4,"The Wall Sit (or wall chair) is an isometric exercise that mainly involves the leg muscles, improving muscular endurance and stability. Here are the main and secondary muscles activated during the exercise."
1409,f5ad82a8-adf8-4795-9874-1f6d183c56ed,Dragon-flag,Abs,,Obliquus externus abdominis; Abs,Shoulders; Glutes; Lats; Triceps,CC-BY-SA 4,"Keep your body completely rigid throughout the movement, avoiding sagging in your lower back.
Use a firm grip to stabilize your upper body.
Start with simpler versions (such as with bent knees) to build strength and control."
1410,94f2dea6-b336-41b2-a438-3ab7b13adbf7,Plank with Alternating Leg Lift,Legs,none (bodyweight exercise),Glutes,,CC-BY-SA 4,"In a plank position, lift one leg alternately."
1411,cfe3f20e-d078-4e6c-91fc-37da62f5ac0a,Heel Touches,Abs,none (bodyweight exercise),Obliquus externus abdominis,Abs,CC-BY-SA 4,"<li><p><strong>Starting Position:</strong></p><ul><li>Lie on your back on an exercise mat.</li><li>Bend your knees, keeping your feet flat on the floor and hip-width apart.</li><li>Place your arms along your sides, palms facing inward, just off the floor.</li></ul></li><li><p><strong>Engage Core:</strong></p><ul><li>Lift your head, shoulders, and upper back slightly off the ground.</li><li>Keep your neck neutral and chin slightly tucked.</li></ul></li><li><p><strong>Perform the Movement:</strong></p><ul><li>Side-bend to the right, reaching your right hand toward your right heel.</li><li>Return to the center, then side-bend to the left, reaching your left hand toward your left heel.</li><li>Continue alternating sides in a controlled manner.</li></ul></li><li><p><strong>Breathing:</strong></p><ul><li>Exhale as you reach toward your heel and inhale as you return to the center.</li></ul></li>"
1412,fcf5039b-7784-4f82-830a-b213b597a646,bicycle crunches,Abs,none (bodyweight exercise),Abs,Obliquus externus abdominis,CC-BY-SA 4,"Bicycle crunches are a core exercise performed on the floor. Lie on your back with your hands behind your head and legs extended. Lift your shoulders off the ground, bring one knee toward your chest, and twist your torso so your opposite elbow meets the knee. Alternate sides in a pedaling motion, ensuring controlled movements and engaging your core throughout the exercise."
1414,f462df26-3264-48c2-b5aa-2374d0670c24,Hack Squats,Legs,,Quads,Hamstrings; Calves; Glutes,CC-BY-SA 4,"Hack squats target the lower body and are performed on a hack squat machine or with a barbell. For the machine variation, position yourself on the platform with your shoulders under the pads and feet slightly forward. Push through your heels to lift the weight, then bend your knees to lower the platform in a controlled motion until your thighs are parallel to the ground. Push back up to the starting position. For the barbell variation, hold the bar behind your legs with your arms extended and perform a squat-like motion."
1415,b48e4d9d-f7fc-4619-85fb-6dabe5d7c999,Dumbbell Crunches,Abs,Dumbbell,Abs,Obliquus externus abdominis,CC-BY-SA 4,"Dumbbell crunches are a weighted variation of traditional crunches designed to target the abdominal muscles more intensely. Lie flat on your back with your knees bent and feet flat on the floor. Hold a dumbbell with both hands close to your chest or above your head. Lift your shoulders and upper back off the ground in a crunching motion, engaging your core. Slowly lower yourself back to the starting position. Ensure controlled movements throughout the exercise to prevent strain."
1424,e68f6d51-fe02-4175-b277-dec0c1521f36,Biceps Curl Machine,Arms,,Biceps,Brachialis,CC-BY-SA 4,"The biceps curl machine is designed to isolate the biceps muscles and provide a controlled range of motion. Sit on the machine with your back against the pad and adjust the seat so your arms are aligned with the machine's handles or pads. Grip the handles firmly, keeping your elbows fixed in place, and curl the handles upward by contracting your biceps. Slowly lower the handles to the starting position, maintaining control throughout the movement."
1425,33728393-2b84-4d39-8b68-462222e004e3,Toe Taps,Abs,none (bodyweight exercise),Abs,,CC-BY-SA 4,"Toe taps are a core-focused exercise performed lying on your back. Lie flat with your arms by your sides and your legs raised to a tabletop position (knees bent at 90 degrees). Slowly lower one foot to gently tap the floor, keeping your core engaged and your lower back pressed into the ground. Return to the starting position and alternate legs. This exercise strengthens the core while minimizing strain on the lower back."
1426,864b0a80-5d29-4d87-9144-f6ee6f5087b9,Standing Side Crunches,Abs,none (bodyweight exercise),Obliquus externus abdominis,Abs,CC-BY-SA 4,"Standing side crunches are a dynamic exercise that targets the obliques while improving balance and stability. Stand upright with your feet shoulder-width apart and hands behind your head or holding a dumbbell in one hand. Lean your torso to one side, contracting your obliques, while bringing your elbow toward your hip (or crunching toward the weight if using a dumbbell). Return to the starting position and alternate sides or perform all repetitions on one side before switching."
1429,5a9f4fa4-6b71-4bc7-a284-e76e43e3106a,Dumbbell Shoulder Rotations,Shoulders,Dumbbell,Shoulders,,CC-BY-SA 4,"<p>Dumbbell shoulder rotations are designed to strengthen the rotator cuff muscles and improve shoulder stability and mobility.</p><ol><li><strong>External Rotation</strong>: Hold a dumbbell in one hand, keeping your elbow bent at 90 degrees and close to your body. Rotate your forearm outward, away from your body, keeping your elbow stationary. Slowly return to the starting position.</li><li><strong>Internal Rotation</strong>: Hold a dumbbell in one hand, keeping your elbow bent at 90 degrees and close to your body. Rotate your forearm inward, toward your body, and slowly return to the starting position. Perform the exercise with controlled movements to avoid strain.</li></ol>"
1430,493fb1ac-c45a-4b18-bcbb-58b809881e6f,Plate Pinch Hold,Arms,,Shoulders,,CC-BY-SA 4,"The plate pinch hold is a grip strength exercise designed to target the forearms and improve grip endurance. Select one or two weight plates (smooth-edged plates work best) and pinch them together between your thumb and fingers. Hold the plates with your arm straight down by your side or extended slightly in front of you. Maintain the hold for as long as you can, keeping your shoulders relaxed and your grip firm. This exercise can be done for time or repetitions."
1433,6f5d4373-66d1-4acd-a16f-ba0e636fe979,Reverse Wood Chops,Back,none (bodyweight exercise),Glutes; Lats,Shoulders; Biceps; Obliquus externus abdominis; Quads; Abs,CC-BY-SA 4,"<ul><li>Attach a looping resistance band to a rack below knee height</li><li>Grip the other end of the band like holding a baseball bat with both hands</li><li>Stretch the band facing it</li><li>Start with your hands at the side of your hips, knees bent</li><li>Rotate your hips while moving your hands towards over the top of your opposite shoulder</li><li>Imagine the motion as striking a baseball with a bat</li></ul>"
1434,90dea8b9-4cf8-430e-8633-e08df1dd900b,Lat Pull DB,Back,Dumbbell,Lats,Glutes,CC-BY-SA 4,<ul><li>Bend upper body forward</li><li>Move dumbbells near your body with slightly bent arms towards your back</li></ul>
1435,2a983b8f-b77e-4f8f-8335-0e5caecd715f,Scapula Pulls,Back,Pull-up bar,Lats; Trapezius,,CC-BY-SA 4,"<ul><li>Hang straight on a pull-up bar</li><li>Pull shoulder blades together, moving the body slightly up</li></ul>"
1436,abd2854b-114a-4584-8746-30bd40127863,Pin Bench Press BB,Chest,Barbell,Chest; Triceps,,CC-BY-SA 4,"<ul><li>Set security pins to about the height of your sticking point</li><li>Lower the bar, rest on the pins for 1s while holding tension</li><li>Move bar up with maximum force</li></ul>"
1437,96f9d74a-7bf4-4ec1-9cd6-c62c13cf7b67,Pin Squat,Legs,Barbell,Hamstrings; Glutes; Quads,Abs,CC-BY-SA 4,"<ul><li>Set security pins to about the height of your sticking point</li><li>Lower the bar, rest on the pins for 2s keeping tension</li><li>Stand up with maximum force</li></ul>"
1438,a8f76beb-b6d8-430b-8e45-cc03d4959043,Clean,Legs,Barbell,Glutes; Quads,Hamstrings; Lats; Abs,CC-BY-SA 4,"Regular olympic lift clean.
Pull bar from ground, catch on shoulders performing a front squat."
1439,a33ba0c7-1680-4e42-a84e-aecc18c5d75b,Pin OHP,Shoulders,Barbell,Shoulders; Triceps,,CC-BY-SA 4,<ul><li>Set security pins to the height of your lower chin</li><li>Rest bar on pins keeping tension</li><li>Raise bar over head</li></ul>
1440,a535b8f1-2024-4c5c-b323-f711cbf9773c,Push OHP,Shoulders,Barbell,Shoulders; Glutes; Quads,Triceps,CC-BY-SA 4,<ul><li>Rest bar in front on your shoulders</li><li>Bend knees while keeping upper body straight</li><li>Extend legs pushing the bar overhead with force</li></ul>
1441,f89b3662-f911-4aab-9402-cfa6d47cea2b,Incline OHP DB,Shoulders,Dumbbell,Shoulders,Triceps,CC-BY-SA 4,"<ul><li>Sit on a bench with 45° incline</li><li>Ellbows 45° out</li><li>Move dumbbells down until upper arms are parallel to shoulders</li><li>Move dumbbells up, meeting overhead</li></ul>"
1442,b4e78b5a-6141-4fc9-a6f7-cba13ce6559b,Kreis Press DB,Shoulders,Dumbbell,Shoulders,Biceps; Chest; Abs; Triceps,CC-BY-SA 4,"<ul><li>Sit on a bench with 45° incline</li><li>Hold dumbbells overhead</li><li>Move dumbbells down as if doing overhead press</li><li>Rotate dumbbells palms facing up and extend your arms in front of your body</li><li>Move hands together until dumbbells meet, keep arms extended</li><li>Reverse the motion until dumbbells are overhead again</li><li>This is one repetition</li></ul>"
1443,c146fa3c-35a4-4e6e-9000-e12a9ee19cbd,Shoulder Raise Side and Front DB,Shoulders,Dumbbell,Shoulders,,CC-BY-SA 4,"<ul><li>Stand while holding dumbbells beside body</li><li>Keep arms almost fully extended</li><li>Without momentum raise dumbbells to the side of your body until shoulder height, palms facing down</li><li>Lower dumbbells beside body, palms facing inwards</li><li>Immediately raise dumbbells in front of your body until shoulder height, palms facing down</li><li>Down again</li><li>This is one repetition</li></ul>"
1444,e5e17c42-3c34-410b-84ab-81fde378778f,Incline Chest Press DB,Chest,Dumbbell,Chest,Triceps,CC-BY-SA 4,<ul><li>Bench 45° incline</li><li>Hold dumbbells parallel on your chest</li><li>Press up until arms extended</li></ul>
1445,85c28424-ab47-40d4-9a27-e1b9bfb01e7c,Jerk OL,Shoulders,Barbell,Shoulders,Glutes; Quads; Triceps,CC-BY-SA 4,"Olympic lift jerk
<ul><li>Hold bar in front on shoulders like push press</li><li>Bend and extend knees pushing bar up while diving under the bar</li><li>Catch bar overhead with straight arms using lunge</li><li>Move feet parallel while holding bar in lockout</li></ul><ul></ul>"
1446,8c509754-c86f-4c1b-bfa9-29c906ffc409,Clean and Jerk OL,Shoulders,Barbell,Shoulders; Hamstrings; Glutes; Quads,Lats; Abs; Trapezius; Triceps,CC-BY-SA 4,"Olympic lift clean and jerk.
Combination of clean and jerk in one motion."
1447,127033e0-46c5-44a6-825b-fbecfe60ed9a,Snatch OL,Back,Barbell,Shoulders; Hamstrings; Glutes; Quads,Lats,CC-BY-SA 4,"Olympic lift snatch
<ul><li>Pull barbell from ground to overhead lockout using a wide grip and overhead squat.</li><li>Move bar slowly until cleared knees then explosively extend hips, pull bar up and dive under the bar</li><li>Catch bar overhead with straight arms</li><li>Push head forward during lockout</li></ul>"
1448,ecc46519-94b8-4ecc-b5b8-973e753e98a6,Seated W Curl,Arms,Bench; Dumbbell,Biceps; Brachialis,,CC-BY-SA 4,"<ul><li>Sit on bench with 60° incline</li><li>Hold dumbbells beside body near the ground, palms facing outwards, arms fully extended</li><li>Move dumbbells up using only biceps and without momentum</li></ul>"
1449,2536b8cd-a287-48ee-b8da-58d8bd595f43,ClimbMill,Cardio,,Quads,Hamstrings; Glutes,CC-BY-SA 4,"The ClimbMill, also known as a stair climber, is a cardio-focused machine that simulates climbing stairs. It provides an effective way to improve endurance while strengthening the lower body. To use the machine, step onto the moving stairs, maintain an upright posture, and use the handrails for balance if needed. Adjust the speed and intensity to match your fitness level. This exercise helps improve cardiovascular health, burns calories, and enhances lower body muscle endurance."
1450,d8d1b919-94e1-4e91-b37e-29bb8a479740,Cobra Stretch,Back,none (bodyweight exercise),Abs,Chest,CC-BY-SA 4,"The Cobra Stretch is a back extension exercise that helps improve spinal flexibility and relieve lower back tension. To perform, lie face down on the floor with your hands placed under your shoulders. Press your palms into the floor and lift your chest while keeping your hips on the ground. Keep your elbows slightly bent and your shoulders relaxed. Hold the stretch for a few seconds, then slowly lower yourself back down. This exercise is beneficial for improving posture and reducing lower back stiffness."
1451,1e9b886f-0dbe-4434-829e-7159bcc40692,Torso rotation strech,Chest,none (bodyweight exercise),Obliquus externus abdominis,Chest,CC-BY-SA 4,"<p>The torso rotation stretch helps improve spinal mobility and relieves tension in the lower back and obliques. It can be performed standing or seated.</p><ol><li><strong>Standing Variation</strong>: Stand upright with your feet shoulder-width apart. Place your hands on your hips or extend your arms in front of you. Slowly rotate your torso to one side, keeping your hips stable. Hold for a few seconds, then rotate to the opposite side.</li><li><strong>Seated Variation</strong>: Sit on a chair with your feet flat on the floor. Place one hand on the outside of your opposite thigh and gently twist your torso toward that side. Hold the stretch before switching sides.</li></ol>"
1452,492e90a5-1ecb-4a06-8e9d-26a00042560e,Knee to Chest Stretch,Legs,none (bodyweight exercise),Glutes,Hamstrings,CC-BY-SA 4,"The knee to chest stretch is a simple yet effective exercise for relieving lower back tension and improving hip mobility. To perform, lie flat on your back with your legs extended. Bring one knee toward your chest, wrapping your hands around your shin or behind your thigh. Gently pull the knee closer to your chest while keeping the other leg straight on the floor. Hold the stretch for 15–30 seconds, then switch sides. For a deeper stretch, both knees can be pulled toward the chest simultaneously."
1455,f44cf553-067e-4f3a-b35b-e16549c1d055,Towel Superman,Back,,Lats,Shoulders,CC-BY-SA 4,"In this exercise, you lie flat on your stomach, hold a 
towel with your arms extended in front of you, and pull it apart to 
create tension. Then, you move it forward and back under your stomach. 
This exercise targets the back and shoulder muscles as well as core 
stability."
1457,70479b75-0df4-4ac2-a324-4a44b148304c,Cable Press Around,Chest,,Shoulders; Chest; Triceps,Biceps; Serratus anterior,CC-BY-SA 4,"<p>Set the cable pulley at chest height and attach a D-handle bar. Grab 
the handle with a neutral grip and hold it next to your chest with your 
elbow fully flexed and tight to your side. Turn away from the pulley so 
your torso is at 45 degrees.</p>
<p>Hold the other side of the functional trainer with your corresponding hand. Assume a staggered stance for better balance.</p><p>While keeping your chest proud, extend your elbow at 45 degrees 
across your midline while keeping your arm parallel to the floor. Stop 
shy of lockout and contract your chest at the top of the range of motion
 (ROM).</p><p></p>"
1458,37314b67-1aad-4405-aa88-70846d5f035d,Cross-Body Cable Y-Raise,Back,,Shoulders; Lats; Trapezius,,CC-BY-SA 4,Attach a D-Bar to the cable machine. Perform a motion akin to drawing a sword from across your body.
1461,10b0684c-1c48-4be6-913e-19bf1419107b,No Leg Drive Dumbbell Chest Press,Chest,Bench; Dumbbell,Chest,Shoulders; Triceps,CC-BY-SA 4,Set up for a normal Dumbbell chest press but lift your leg ups straight or put them on another bench to remove the leg drive.
1462,adf81065-407c-4dd7-8ec5-920cc5944d58,punches,Arms,none (bodyweight exercise),Shoulders; Triceps,,CC-BY-SA 4,stand stable and throw normal straight punches
1463,1dca10f9-a976-4a09-ab85-b95fafaa1a28,Dumbbell Underhand Dead Row,Arms,Dumbbell,Biceps,Lats,CC-BY-SA 4,"The Dumbbell Underhand Dead Row will involve the back, which means you can try a bit heavier weight. The catch is that you need to be able to control the weight for all the reps.<ol><li>Start by holding a pair of dumbbells with your feet shoulder-wide apart and your knees slightly bent.</li><li>Hinge at your hips to lower your torse forward until it's almost parallel to the floor, keeping your back flat and maintaining a slight bend in your knees.</li><li>Exhale as you row the dumbbells to your sides up to chest height, leading with your elbows until your upper arms are just past parallel to the floor and the dumbbells are at ribcage level.</li><li>Slowly lower to the starting position and repeat. Keep your back flat all the time.</li></ol>"
1464,1b329beb-fcda-4471-ba70-eea62da410dd,Pause Hack Squats,Legs,,Quads,Hamstrings; Calves; Glutes,CC-BY-SA 4,Hack Squats but with a 1-2s pause at the bottom of the movement. This makes sure that there is no more elastic energy stored in the muscles.
1465,b3049397-a1d1-4442-9113-3532bcd1f278,Spider Curl,Arms,Incline bench,Biceps,,CC-BY-SA 4,"<p>To get the most out of DB Spider Curls, you need an
adjustable weight bench set at a 45-degree incline. This inclined position
allows your arms to hang freely, putting them in an extended start position
with elbows slightly in front of your torso, which is the key to maintaining
low-level isometric tension throughout the movement pattern.</p><ol style="""">
 <li>Lie face-down on an adjustable
     weight bench with your chest fully supported, holding a pair of dumbbells.</li>
 <li>Keep a neutral head position
     and don’t crane your neck.</li>
 <li>Let your arms hang straight
     down with your palms facing forward (for a standard Spider Curl) or palms
     facing inward for a Hammer Curl exercise variation.</li>
 <li>Keep a stable foot position on
     the floor to maintain balance and control.</li>
 <li>Start the curl motion by
     flexing your biceps muscles and lifting the pair of dumbbells or curl bar
     toward your shoulders.</li>
 <li>Keep your elbow flexion
     controlled. Your arms should stay locked in position with no unnecessary
     movement.</li>
 <li>Squeeze hard at the top for 1-2 seconds. This
     is where maximum tension hits the biceps muscle fibers.</li>
 <li>Lower the weight under control
     for 3-4 seconds to keep muscles under tension for the entire range of
     motion.</li></ol>"
1466,efeccb1b-73c0-4303-8542-bb4f45ef831a,Calf Raise using Hack Squat Machine,Legs,,Calves; Soleus,,CC-BY-SA 4,"Ideally using a trapeze addon, Lift the weight up using your calves by getting on your toes."
1467,fca05168-7212-42ec-8927-efb1e8dd0971,Incline Close Grip Barbell Bench Press,Arms,Barbell,Triceps,Shoulders; Chest,CC-BY-SA 4,"Narrower grip than regular bench press, just outside shoulder width."
1468,6b68043c-a900-41f4-89fb-ea5c8193f216,Floor Skull Crusher,Arms,SZ-Bar,Triceps,,CC-BY-SA 4,"Allowing you to safely load more weight than a regular skull crusher, lie on the floor and rest the weight on the floor in between each repetition."
1469,7ef2e00e-067c-48e0-9b42-3d622e0df8a4,Bent over Cable Flye,Chest,,Chest,,CC-BY-SA 4,Holding your upper body at an approximate 105° angle.
1470,a8a4ea81-9531-48e1-b6dc-f7621c7b9283,1-Arm Half-Kneeling Lat Pulldown,Back,,Lats,,CC-BY-SA 4,Attach a D-Handle to a high pully. And use your lat muscles to pull the weight single handedly.
1471,84b38ac6-9628-4f80-8940-204047fa2544,Kroc Row,Back,,Lats; Trapezius,,CC-BY-SA 4,Dumbbell rows with looser technique but heavier weight.
1472,05853a58-4426-450c-9b06-bfa461a767bf,Cable Shrug-In,Shoulders,,Trapezius,,CC-BY-SA 4,Attach two D-Handles to two low cables and shrug in using your upper traps.
1473,39c13706-6a8c-4ab5-b605-b9b716665a20,Reverse Cable Flye,Back,,Shoulders,Trapezius,CC-BY-SA 4,Attach D-Handles to two cable pulleys in the upper position. Grab the left on with your right hand and vice-versa.
1474,8b494562-012e-4944-be65-9b168f0c8c41,W-Raise,Abs,none (bodyweight exercise),Obliquus externus abdominis; Abs,,CC-BY-SA 4,"This challenging exercise is a variation of reverse crunches that is made up of three parts in which we’re basically drawing an upside down ‘W’ with our legs.

Start position is lying face up flat on the floor with legs extended at the low point of the outer leg of the ‘W’. Keeping a strong core and legs straight, go up, rise your hips and then slowly lower your legs down halfway. Then, lifting your legs back up to the top, rise your hips again, maintaining that straight line, use your core strength to finally come back all the way down to the other outer leg of the W. Then you reverse the ‘W’ to return to the start."
1475,64ebb7a5-15ec-48dd-8f82-47cdb022f215,Black Widow Knee Slides,Abs,,Obliquus externus abdominis; Abs,,CC-BY-SA 4,"In
this bottom-up rotation exercise movement, you’ll cross your knee over and
drive it into that opposite elbow. Start in high plank position (or tabletop
position) with hands directly beneath your shoulders. Lift the left knee toward
the right arm and slide it up the forearm to get more of that posterior pelvic
tilt and engagement of the abdominal muscles. Then do the opposite side,
bringing your right knee toward your left hand."
1476,1bb3bbaf-2dc2-4651-95db-71faf5304075,Butterfly Sit Up,Abs,none (bodyweight exercise),Obliquus externus abdominis; Abs,,CC-BY-SA 4,"In
this midrange exercise your arm muscles provide you with a little bit of
momentum to help to get you off the ground. You also open them up in overhead
position which engages the upper back. Start
lying with feet flat on the ground, knees at an angle, arms crossed in towards your chest. Using
your ab muscles, bring your upper body off the ground as you open your arms
into goal post position, then slowly lower yourself back down to return to
starting position.&nbsp;"
1477,e9891a94-b1d4-47f4-a82b-c1aa82121abb,Seated Corkscrew,Abs,none (bodyweight exercise),Obliquus externus abdominis; Abs,,CC-BY-SA 4,"To
do this abs and obliques exercise, start with your hands back behind your body
and bring your knees in and across, really trying to contract the obliques.
Then extend your legs back out to starting position and repeat toward the
opposite side of the abs.

Beginners
might find that they can’t even get through the first 45 seconds of this
challenging reverse crunches variation.&nbsp; That’s ok because it gives you a
place to start and something to improve upon."
1478,9816dc3a-9739-4c70-bce0-4131f889e4f2,Levitation Crunch,Abs,none (bodyweight exercise),Abs,,CC-BY-SA 4,"For
this top down movement, we’re trying to move the upper torso without moving the
lower torso. Start lying on the ground with feet flat on the floor and crossed
arms above your head with hands behind head. Lift upper body up and clear your
shoulder blades off the ground and then hold and pause at the top for a one or
two count. Try to make the upper abs work and hold that contraction for 10 good
quality reps."
1479,5af00591-2d77-4ea6-a347-825ad18beff1,Sit Up Elbow Thrust,Abs,none (bodyweight exercise),Obliquus externus abdominis; Abs,,CC-BY-SA 4,"This
is a top down rotation movement, and it’s a bit more
explosive, too.

Lying with knees bent and feet on the floor, sit up and then drive your left elbow across your entire body toward the right, then come back
to center and then finally lower yourself down. Then hit the other side."
1480,8a356e9a-0058-4f60-b8d7-89147c3c371f,Lying Triceps Extensions,Arms,Barbell; Dumbbell,Triceps,,CC-BY-SA 4,"<ol style="""">
 <li>Starting position for this
     practical triceps exercise is lying on a standard bench holding a barbell or two dumbbells in both hands with an overhand grip, hands at shoulder width apart.</li>
 <li>Begin with arms over your upper
     chest and elbows bent back at about a 45-degree angle.</li>
 <li>First bend at the elbows and
     then allow the upper arm to drop back, bringing the barbell/dumbbells behind your
     head and down toward the floor. In terms of upper arm position, the barbell/dumbbells should never be fully above your head, but instead behind it, to
     ensure that you’re targeting the triceps.</li>
 <li>Keep the shoulder blades tucked
     under, the elbows tight in toward your head and your core active during
     this entire movement.</li>
</ol>"
1481,02b96dc1-d1d9-4fc7-b54c-82dda1691485,Drag Pushdown,Arms,SZ-Bar,Triceps,,CC-BY-SA 4,"<ol style="""">
 <li>Starting
     position for this rope pushdown is standing facing a cable machine with
     the handles of a rope attachment in both hands and feet shoulder width
     apart.</li>
 <li>Hinge
     forward slightly at the hips maintaining an upright chest and bring the
     shoulders and elbows behind the body so that when you push down on the
     cable attachments, you can get a fully contracted triceps long head.</li>
 <li>Drag
     the cable machine rope attachment as close to the body as possible and
     straighten your elbows until lockout.</li>
</ol>"
1482,31a58615-d3ae-4233-9c50-9143c899ce8c,Dumbbell Cheat Curl,Arms,Dumbbell,Biceps,,CC-BY-SA 4,"<ol style="""">
 <li>Starting position is standing
     with feet shoulder width apart.</li>
 <li>Hands should take an underhand
     or supinated grip on the dumbbells holding them with hands shoulder
     width apart.</li>
 <li>Keeping elbows tucked into your
     sides throughout the entire movement, use momentum to curl the dumbbells,
     squeezing your biceps at the top of the movement.</li>
 <li>Slowly lower to return to the
     starting position. Keep the core tight throughout the exercise.</li>
</ol>
Cheating
through the concentric curling portion of this challenging exercise gives us a
great opportunity to increase time under tension and create eccentric overload
with heavier weight when we lower."
